frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
549,290.0,1309.1311481241983 454.45385692583443 1606.1899071155617 786.9251313443295,1388.32666015625 656.4448852539062 1458.780517578125 696.7312622070312,0.6423402428627014,SPF-9SA,0.920965850353241
549,335.0,421.1290601309943 446.18152937534984 793.3975306756365 780.7705759360988,580.5936279296875 658.2145385742188 656.8189697265625 707.0963745117188,0.5189701914787292,SPF-978,0.9415079951286316
549,417.0,800.3621557125566 538.4597478488425 1281.5926764222609 991.1110511287078,1025.1163330078125 789.00439453125 1106.4876708984375 839.0390625,0.3315682113170624,SPF-9A9,0.9118283987045288
550,290.0,1311.174377945412 456.20085027386335 1606.4643151960133 786.8571732134988,1389.189453125 657.9923095703125 1458.507080078125 699.08837890625,0.6344849467277527,SPF-9SA,0.8939037322998047
550,335.0,421.9787051410156 449.1142905088943 794.3535089031875 781.7044166962796,580.70361328125 660.2261352539062 659.8470458984375 708.972900390625,0.5845060348510742,SPF-978,0.9386330246925354
551,335.0,422.4974436866551 453.83021359979347 794.8562497032867 783.5292753774424,577.6460571289062 659.55322265625 656.0885620117188 710.6409301757812,0.5978408455848694,SPF-978,0.9314607977867126
551,290.0,1313.5138977347265 454.97713494429 1607.384954635776 785.8974420397439,1392.811279296875 658.641357421875 1464.8824462890625 699.3543701171875,0.5820760726928711,SPF-9SA,0.9531340003013611
551,417.0,810.8076621115063 538.251748327385 1282.4890049031803 974.8466654379197,1023.1697387695312 790.5730590820312 1110.115966796875 840.6597290039062,0.5776112079620361,SPF-9A9,0.882709801197052
552,335.0,423.01567656958036 454.2429326678691 796.0391113042278 786.8875476907085,577.9092407226562 658.9036254882812 657.8703002929688 712.7622680664062,0.5890604257583618,SPF-978,0.963677167892456
552,290.0,1315.563057551908 451.96846382685885 1608.8809007404334 784.7597429044679,1391.439208984375 659.5791015625 1463.72705078125 700.286376953125,0.5869765281677246,SPF-9SA,0.8940092325210571
553,290.0,1316.6422648522487 450.83585915415244 1610.419518046902 784.6532360117586,1394.32275390625 662.0369873046875 1466.64794921875 703.8355102539062,0.6107747554779053,SPF-9SA,0.9222499132156372
553,335.0,422.8212921023153 453.6051075918683 795.851213855311 785.7155945402335,579.25927734375 661.4892578125 661.0713500976562 714.0039672851562,0.5578923225402832,SPF-978,0.948694109916687
553,417.0,813.64207404382 539.1068904590859 1283.2956807807316 968.3936366209969,1029.0050048828125 793.641357421875 1109.979248046875 843.2772216796875,0.34910473227500916,SPF-9A9,0.9059330224990845
554,335.0,422.7112061467981 454.12181791342385 796.7233024129616 788.8896863272516,579.0254516601562 661.7847900390625 663.9375 715.0708618164062,0.5587051510810852,SPF-978,0.9416297674179077
555,417.0,813.6434988609635 552.7892731911712 1285.4976941478672 967.4132512588725,1024.9229736328125 791.7617797851562 1116.580810546875 847.0241088867188,0.5773762464523315,SPF-9A9,0.9441589117050171
555,335.0,422.6119141531359 452.8444467042451 798.3431576227703 791.3740080896367,580.6546630859375 666.7135620117188 665.5113525390625 712.8114624023438,0.5487785935401917,SPF-978,0.9462518692016602
556,335.0,421.98744496658094 450.59144972239187 798.9955877647388 791.6405495551462,584.0453491210938 671.3826904296875 668.9495849609375 714.13427734375,0.4551243484020233,SPF-978,0.9633091688156128
556,417.0,814.8936292634572 551.3748543180352 1286.1768563063213 958.2192466202916,1028.271484375 797.9104614257812 1113.809326171875 850.8711547851562,0.20474210381507874,SPF-9A9,0.9682027697563171
557,290.0,1322.8816432746505 455.62373767452823 1614.8683123774451 788.3087671021167,1391.36376953125 663.5051879882812 1468.53271484375 705.5908813476562,0.5668527483940125,SPF-9SA,0.8412100076675415
557,335.0,421.52295407121085 451.59758271028113 798.753090490554 793.1738901228546,583.886962890625 672.0234375 664.5391235351562 716.4705810546875,0.505870521068573,SPF-978,0.9273683428764343
557,417.0,815.8721480417119 559.445289753365 1288.3216299291992 954.3909282933324,1030.220703125 797.4757690429688 1119.393310546875 849.2144165039062,0.3697754740715027,SPF-9A9,0.9674562811851501
558,335.0,421.1590296450467 451.05365669175154 798.8010728904953 793.2784477664509,579.5233154296875 672.7263793945312 655.0517578125 721.3346557617188,0.6434855461120605,SPF-978,0.9556278586387634
558,290.0,1324.8166617284023 458.2892345407604 1615.8402184717688 790.1687635317087,1394.16162109375 669.4970092773438 1467.87109375 707.2799682617188,0.6042630672454834,SPF-9SA,0.9062358736991882
559,290.0,1327.2413250560394 456.562381333967 1617.6519878556178 789.7735344146714,1397.213623046875 668.37353515625 1466.64892578125 708.4488525390625,0.621589183807373,SPF-9SA,0.8841866254806519
559,335.0,421.4401347165058 450.68557331250554 799.5711350578101 794.6845514463309,581.62548828125 675.7339477539062 656.0887451171875 723.1288452148438,0.6116278171539307,SPF-978,0.9789484143257141
560,290.0,1328.18799692782 457.49637948278223 1618.2770234459983 790.3412590105595,1398.335205078125 666.950927734375 1470.79638671875 708.8865966796875,0.6234809756278992,SPF-9SA,0.9548330903053284
560,335.0,422.1665327839355 451.3269581658388 800.8121977488977 797.2372554456315,580.735107421875 674.7493896484375 655.89990234375 724.7613525390625,0.6029801964759827,SPF-978,0.9087119102478027
560,444.0,824.9386738122203 325.26827420900406 1359.7213734105808 875.9850638689592,1041.23486328125 800.165771484375 1125.763427734375 847.72265625,0.34914687275886536,SPF-9A9,0.9663701057434082
561,335.0,421.7709896477893 450.8442628535939 801.1094676011205 797.5629293401369,580.4664306640625 672.8775634765625 657.953857421875 726.8736572265625,0.6313901543617249,SPF-978,0.9657289385795593
561,457.0,1386.0606969724608 247.75105840781177 1812.37330715198 753.6126806212541,1396.5499267578125 666.5897216796875 1470.6109619140625 708.846435546875,0.6173666715621948,SPF-9SA,0.953931987285614
562,335.0,420.87500895870085 451.2313544914283 801.268883626728 798.663207985871,580.35595703125 673.995361328125 660.7581787109375 727.5638427734375,0.6350345611572266,SPF-978,0.9613839387893677
562,457.0,1393.105441751227 248.31066831964563 1865.197448143944 767.2865853524096,1399.248291015625 670.26708984375 1468.4735107421875 711.1259765625,0.6106448769569397,SPF-9SA,0.9864198565483093
562,417.0,816.5195684613057 564.6769423653827 1299.4538389821066 956.2729877527127,1035.14794921875 803.1689453125 1126.23486328125 847.5546875,0.3557075560092926,SPF-9A9,0.9487597346305847
563,457.0,1357.249230416606 247.43172805568747 1799.9887163350343 746.0439634363628,1401.628662109375 670.712890625 1471.052978515625 710.8045654296875,0.6091150641441345,SPF-9SA,0.9530631303787231
563,335.0,420.3383743293916 453.62660803926053 801.64290540913 801.3148296292198,579.4019775390625 677.6412353515625 662.2747802734375 728.778076171875,0.5597631931304932,SPF-978,0.9253139495849609
563,417.0,816.0958774219756 566.1510416669144 1300.4279058431644 958.739929152347,1033.731201171875 805.5448608398438 1124.26416015625 852.2561645507812,0.4265466630458832,SPF-9A9,0.9657978415489197
564,457.0,1345.9710557741657 250.43867676601195 1769.2545595893469 735.2840104905504,1401.8162841796875 670.927001953125 1471.2974853515625 709.7188110351562,0.6008993983268738,SPF-9SA,0.9557268023490906
564,417.0,817.1061659990332 570.1814800775217 1302.1100439716502 959.8898160227616,1029.9989013671875 804.6220703125 1124.2890625 854.857666015625,0.5589802265167236,SPF-9A9,0.9587820768356323
564,335.0,419.04386344080757 452.7157920963067 802.0796818719107 801.5134778414432,579.3363647460938 679.052978515625 664.2405395507812 731.0969848632812,0.5531826019287109,SPF-978,0.9448777437210083
565,457.0,1343.2734192446853 254.02095360951782 1755.0156077976828 726.4841470478001,1401.831787109375 672.4367065429688 1469.51123046875 711.3692626953125,0.6033573150634766,SPF-9SA,0.9312995672225952
565,335.0,419.81758794594015 452.7924497432585 803.97203423879 801.1121089741503,582.3841552734375 681.7198486328125 654.8223266601562 730.0239868164062,0.5635940432548523,SPF-978,0.9159370064735413
565,417.0,819.0161755231068 570.5860199334658 1304.7743801230956 959.524766180372,1031.136474609375 803.5107421875 1127.447998046875 853.0257568359375,0.550449013710022,SPF-9A9,0.9673882722854614
566,290.0,1338.764002467274 451.41517015983004 1627.349224685475 791.8233829150361,1403.1126708984375 672.6820678710938 1469.3345947265625 714.7767333984375,0.6360942125320435,SPF-9SA,0.977931022644043
566,335.0,420.3505918783485 453.75867088515463 805.400214219607 800.3731339938064,582.8792724609375 685.0394287109375 653.1348266601562 731.8448486328125,0.5384466648101807,SPF-978,0.9693247079849243
566,417.0,818.8661365250799 574.3836229995501 1305.5278295347202 963.0292664883883,1034.96875 801.986572265625 1129.099853515625 854.1355590820312,0.5211398601531982,SPF-9A9,0.9623241424560547
567,290.0,1337.822128336133 450.3309873772147 1626.5602903156034 792.1456697525695,1401.337890625 672.31201171875 1470.58935546875 718.409423828125,0.6249145269393921,SPF-9SA,0.9366092681884766
567,335.0,420.52427093790214 453.7454105022485 806.1712896995923 800.4468334196843,582.8990478515625 684.4381103515625 653.4190063476562 731.8638916015625,0.5566754341125488,SPF-978,0.9637295603752136
567,417.0,818.3277369369868 574.1887501971903 1305.6125724445624 960.7324787443847,1041.6966552734375 803.572021484375 1130.10302734375 854.2462158203125,0.38669833540916443,SPF-9A9,0.9659031629562378
568,290.0,1338.9291357072752 453.57132178674703 1626.8704814852917 793.9645250258114,1400.849853515625 672.216552734375 1476.28564453125 720.3763427734375,0.6440775990486145,SPF-9SA,0.971091628074646
568,417.0,818.1244830033176 573.8746399325644 1305.60857300011 957.1938461248312,1036.174072265625 806.9676513671875 1131.672119140625 859.91650390625,0.5084311366081238,SPF-9A9,0.965853214263916
568,335.0,421.56396436251873 453.7886909722616 807.3113668924017 798.2069676609824,583.2273559570312 684.8472900390625 654.47998046875 732.4609375,0.5044029951095581,SPF-978,0.94843989610672
569,290.0,1340.9350702548336 466.7357836975994 1629.1918547013265 799.4697611077731,1405.527587890625 674.4808959960938 1475.541748046875 719.155517578125,0.6061989068984985,SPF-9SA,0.9235838651657104
569,335.0,421.62976892994925 457.16393981537567 808.367641004299 803.8484188799823,584.9307250976562 683.8502197265625 656.4286499023438 731.2401123046875,0.5853734016418457,SPF-978,0.9525209069252014
569,417.0,818.3531628809895 577.2190304650443 1305.969366024609 957.1636920875993,1039.73046875 806.4365234375 1131.4127197265625 861.5758056640625,0.5794236063957214,SPF-9A9,0.9768322706222534
570,290.0,1341.9096576458185 462.87161771618474 1631.6793600339658 796.0725008456543,1401.145751953125 676.7701416015625 1477.6358642578125 721.9278564453125,0.6650951504707336,SPF-9SA,0.9347613453865051
570,335.0,421.6748413502456 457.2979139171062 809.5891707295275 805.1755814695894,584.8433837890625 685.6078491210938 656.0177001953125 732.7377319335938,0.5647149085998535,SPF-978,0.9134207963943481
570,417.0,818.5665484173786 575.1433589675539 1306.4599016794587 955.2548272149422,1041.35546875 808.5477905273438 1130.732666015625 862.9572143554688,0.5506165623664856,SPF-9A9,0.9656780958175659
571,290.0,1341.95751442919 460.8024555337301 1631.250944745985 794.267420181978,1404.14501953125 678.4334106445312 1477.269287109375 722.3659057617188,0.6588667035102844,SPF-9SA,0.9571250677108765
571,335.0,420.78504376758985 457.38853145849043 809.9097734563849 805.6011824331117,583.6235961914062 685.519775390625 654.9237060546875 733.8931274414062,0.5568820834159851,SPF-978,0.9407058954238892
572,290.0,1341.9527775061201 461.74210346199555 1631.294260874667 794.9237454846143,1406.508544921875 676.4837646484375 1482.468017578125 722.2205810546875,0.665591835975647,SPF-9SA,0.8866324424743652
572,335.0,419.80595302456715 456.58755698311563 810.176073769918 803.4188897207235,583.40087890625 687.1166381835938 654.87109375 734.060546875,0.5546938180923462,SPF-978,0.9382748007774353
573,290.0,1343.282500463296 459.1063795214618 1632.086028491382 793.6751662024706,1407.7501220703125 678.1777954101562 1483.3607177734375 722.98388671875,0.6715795397758484,SPF-9SA,0.9393758773803711
573,335.0,418.50533651496926 458.1929260833972 810.6978749477482 806.8174566920229,582.954833984375 687.9056396484375 654.298583984375 737.1834716796875,0.5071487426757812,SPF-978,0.9610193371772766
574,417.0,823.2039835974148 584.7487775558038 1310.2711546064377 961.6132822295683,1043.9534912109375 812.93017578125 1133.649169921875 864.9544677734375,0.5814010500907898,SPF-9A9,0.9494063258171082
574,290.0,1342.583983606982 459.33413924746355 1631.6151473607827 793.4424312134367,1412.037353515625 678.7243041992188 1481.260498046875 722.75927734375,0.5801271796226501,SPF-9SA,0.9679885506629944
574,335.0,418.16048338349617 458.2630259449648 810.9625162538586 805.6175929137153,581.8848266601562 687.5076904296875 656.93994140625 735.260009765625,0.4494622051715851,SPF-978,0.9765101671218872
575,476.0,1344.9926628868097 457.2992740974279 1635.4377441337706 793.3463276901444,1415.147705078125 682.2044677734375 1487.21875 724.8592529296875,0.5896506309509277,SPF-9SA,0.9339537024497986
575,335.0,419.1404147347815 460.64185530166026 812.2933396838532 809.7728377026498,584.283203125 693.851806640625 655.2591552734375 735.5381469726562,0.5194515585899353,SPF-978,0.9117742776870728
575,417.0,824.0536673506303 584.674507459647 1311.3914011470533 963.316774993958,1089.8287353515625 768.246826171875 1177.265625 811.177001953125,0.20448173582553864,SPF-9A9,0.6140096783638
576,476.0,1346.7224854635367 457.60573494764935 1636.2702782794902 793.6686764648757,1413.852294921875 682.558349609375 1486.0831298828125 726.4908447265625,0.5923366546630859,SPF-9SA,0.9058018326759338
576,417.0,824.3576082670554 586.4886195891679 1309.8831694001271 965.7941595466743,1046.706298828125 814.951171875 1133.29833984375 868.5234375,0.5109550356864929,SPF-9A9,0.9620421528816223
576,335.0,418.77424506059725 462.0011682531003 812.5949866254109 813.4455968760312,584.0439453125 696.9219970703125 654.9315795898438 738.353515625,0.44767770171165466,SPF-978,0.9126282930374146
577,335.0,417.73994379754015 461.17059776201 812.0788987771758 812.7789361879668,581.6807861328125 694.5125732421875 653.4578857421875 743.3988037109375,0.5964537858963013,SPF-978,0.9395918250083923
577,476.0,1349.9358160893119 474.02304648899275 1635.9932506960915 798.1955054062639,1415.7847900390625 683.4440307617188 1491.4107666015625 726.6213989257812,0.5772233605384827,SPF-9SA,0.9130938649177551
578,335.0,417.3633707597004 463.18238197661753 812.0306252276317 817.5060478260525,580.429443359375 695.1746826171875 653.7708740234375 745.5328369140625,0.6529207229614258,SPF-978,0.9182367324829102
578,476.0,1350.2698486851566 465.92459856740345 1638.1146641435892 793.9856282537243,1415.9761962890625 684.9185791015625 1490.704833984375 726.826416015625,0.5893803238868713,SPF-9SA,0.9502525925636292
578,417.0,826.2644975412153 578.5272562243681 1312.3912264229807 966.0160371895261,1047.9140625 817.6201171875 1134.139892578125 874.0576171875,0.5374357104301453,SPF-9A9,0.9737305045127869
579,335.0,416.29143905595913 464.7828587722146 812.1837894653112 822.5219979362809,578.748291015625 694.5914306640625 654.5106201171875 746.4439086914062,0.6536666750907898,SPF-978,0.9236918687820435
579,476.0,1352.1079381770069 477.0221010274031 1638.320688750001 796.4436675511106,1420.70361328125 687.0314331054688 1489.5281982421875 729.1919555664062,0.5335042476654053,SPF-9SA,0.9159014821052551
580,335.0,412.8163436253657 468.7533550573269 812.6580115006333 830.0108227551348,579.4003295898438 695.68310546875 654.3273315429688 747.7780151367188,0.6692764163017273,SPF-978,0.900726854801178
580,482.0,829.9881000314633 582.9934350977729 1309.3078752146882 971.980857170914,1048.6490478515625 819.9561767578125 1137.76318359375 873.1754150390625,0.6404232978820801,SPF-9A9,0.956550121307373
